,Unnamed: 0.1,file,trans,speaker,start,end,duration,dialect,dialect_int,trans_length,trans_int,edu,work,age,edu_int,work_int,age_int
28780,24275,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,THAT PART OF IT I DON'T THINK IS FICTION AT ALL BECAUSE THAT'S SOMETHING THAT COULD BE TRUE,DCA_se2_ag2_m_02,1526.052,1529.7439,3.691899999999805,africa_american,0,91,21 9 2 21 28 17 2 19 21 28 16 7 28 10 21 28 10 28 5 16 15 1 21 28 21 9 10 15 12 28 10 20 28 7 10 4 21 10 16 15 28 2 21 28 2 13 13 28 3 6 4 2 22 20 6 28 21 9 2 21 1 20 28 20 16 14 6 21 9 10 15 8 28 21 9 2 21 28 4 16 22 13 5 28 3 6 28 21 19 22 6,High School,Upper Working Class,20 to 29,3,5,1
28782,30838,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,THAT'S ONE TEACHER I DO REMEMBER HER NAME EVERYTHING,DCA_se2_ag2_m_02,982.225,984.7931,2.5680999999999585,africa_american,0,52,21 9 2 21 1 20 28 16 15 6 28 21 6 2 4 9 6 19 28 10 28 5 16 28 19 6 14 6 14 3 6 19 28 9 6 19 28 15 2 14 6 28 6 23 6 19 26 21 9 10 15 8,High School,Upper Working Class,20 to 29,3,5,1
28786,38985,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_05_1.wav,AND THAT'S ALL AND WE DANCED A LOT,DCA_se1_ag1_f_05,1216.7076,1218.9373,2.229700000000093,africa_american,0,34,2 15 5 28 21 9 2 21 1 20 28 2 13 13 28 2 15 5 28 24 6 28 5 2 15 4 6 5 28 2 28 13 16 21,Student_ms,Lower Working Class,-19,8,1,0
28790,44440,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_08_1.wav,COULDN'T STAND NOTHING ABOUT HER,DCA_se1_ag1_m_08,710.6349,712.225,1.5901000000000067,africa_american,0,32,4 16 22 13 5 15 1 21 28 20 21 2 15 5 28 15 16 21 9 10 15 8 28 2 3 16 22 21 28 9 6 19,High School,Lower Working Class,-19,3,1,0
28811,59197,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_03_1.wav,I USED TO THINK ABOUT HAVING A COLLEGE IN MY NAME,DCA_se3_ag2_m_03,932.1329,934.8729,2.7400000000000095,africa_american,0,49,10 28 22 20 6 5 28 21 16 28 21 9 10 15 12 28 2 3 16 22 21 28 9 2 23 10 15 8 28 2 28 4 16 13 13 6 8 6 28 10 15 28 14 26 28 15 2 14 6,High School,Lower Middle Class,20 to 29,3,0,1
28813,9854,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_03_1.wav,ALL SORTS OF IMPORTANT THINGS,DCA_se2_ag1_m_03,625.1749,626.5644,1.3894999999999982,africa_american,0,29,2 13 13 28 20 16 19 21 20 28 16 7 28 10 14 17 16 19 21 2 15 21 28 21 9 10 15 8 20,Student_hs,Upper Working Class,-19,7,5,0
28814,28531,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_05_1.wav,YOU KNOW THE OTHERS WERE THE CHILDREN,DCA_se3_ag2_f_05,35.1398,36.4878,1.3479999999999992,africa_american,0,37,26 16 22 28 12 15 16 24 28 21 9 6 28 16 21 9 6 19 20 28 24 6 19 6 28 21 9 6 28 4 9 10 13 5 19 6 15,College,Lower Middle Class,20 to 29,0,0,1
28815,44530,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_02_1.wav,NOT OUR TEACHER BUT A TEACHER AT THE SCHOOL HAD A MUSTANG,DCA_se3_ag1_m_02,1671.9833,1674.3659,2.3825999999999112,africa_american,0,57,15 16 21 28 16 22 19 28 21 6 2 4 9 6 19 28 3 22 21 28 2 28 21 6 2 4 9 6 19 28 2 21 28 21 9 6 28 20 4 9 16 16 13 28 9 2 5 28 2 28 14 22 20 21 2 15 8,Student_hs,Upper Middle Class,-19,7,4,0
28816,27460,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_02_1.wav,NO I NEVER TEACH HIM NONE BUT AT THE TIME UH UM,DCA_se2_ag3_m_02,837.2945,840.3439999999997,3.0494999999999663,africa_american,0,47,15 16 28 10 28 15 6 23 6 19 28 21 6 2 4 9 28 9 10 14 28 15 16 15 6 28 3 22 21 28 2 21 28 21 9 6 28 21 10 14 6 28 22 9 28 22 14,Some High School,Upper Working Class,30 to 50,5,5,2
28819,52125,coraal/DCA_audio_2018.10.06/DCA_se1_ag4_m_01_1.wav,YOU KNOW THEY USUALLY DO,DCA_se1_ag4_m_01,251.1204,252.6385,1.5181000000000042,africa_american,0,24,26 16 22 28 12 15 16 24 28 21 9 6 26 28 22 20 22 2 13 13 26 28 5 16,Some High School,Lower Working Class,51+,5,1,3
28820,7057,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_m_01_1.wav,WELL SHE WENT OFF HER ROCKER,DCA_se1_ag3_m_01,1731.0062,1732.7151,1.7088999999998578,africa_american,0,28,24 6 13 13 28 20 9 6 28 24 6 15 21 28 16 7 7 28 9 6 19 28 19 16 4 12 6 19,High School,Lower Working Class,30 to 50,3,1,2
28822,55937,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_02_2.wav,WHAT'S GOING TO HAPPEN I FIGURE IF I'M GONNA GO,DCA_se3_ag1_m_02,476.3746,478.2402,1.865600000000029,africa_american,0,47,24 9 2 21 1 20 28 8 16 10 15 8 28 21 16 28 9 2 17 17 6 15 28 10 28 7 10 8 22 19 6 28 10 7 28 10 1 14 28 8 16 15 15 2 28 8 16,Student_hs,Upper Middle Class,-19,7,4,0
28825,7654,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_04_1.wav,AND WE HAVE ANY HOMEWORK WE BRING IT DOWN THERE,DCA_se1_ag1_f_04,1094.9956,1097.0113,2.0156999999999243,africa_american,0,47,2 15 5 28 24 6 28 9 2 23 6 28 2 15 26 28 9 16 14 6 24 16 19 12 28 24 6 28 3 19 10 15 8 28 10 21 28 5 16 24 15 28 21 9 6 19 6,Student_ms,Lower Working Class,-19,8,1,0
28826,57706,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_03_1.wav,BUT I NEVER PLAYED IT BEFORE I JUST WATCHED,DCA_se1_ag1_m_03,372.0786,374.3754,2.29680000000002,africa_american,0,43,3 22 21 28 10 28 15 6 23 6 19 28 17 13 2 26 6 5 28 10 21 28 3 6 7 16 19 6 28 10 28 11 22 20 21 28 24 2 21 4 9 6 5,Student_ms,Lower Working Class,-19,8,1,0
28828,45304,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,GENERALLY WE HAD,DCA_se3_ag3_m_01,538.7665,540.7073,1.940800000000081,africa_american,0,16,8 6 15 6 19 2 13 13 26 28 24 6 28 9 2 5,Some College,Upper Middle Class,30 to 50,4,4,2
28830,33550,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_01_1.wav,AND THEN THEY GET BACK INTO THE CIRCLE IF THEY GET,DCA_se3_ag1_m_01,86.0053,88.3927,2.3873999999999995,africa_american,0,50,2 15 5 28 21 9 6 15 28 21 9 6 26 28 8 6 21 28 3 2 4 12 28 10 15 21 16 28 21 9 6 28 4 10 19 4 13 6 28 10 7 28 21 9 6 26 28 8 6 21,Student_ms,Upper Class,-19,8,3,0
28832,14781,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_01_1.wav,DEAN MARTIN PLAYING IN,DCA_se1_ag1_m_01,227.8503,229.0766,1.226300000000009,africa_american,0,22,5 6 2 15 28 14 2 19 21 10 15 28 17 13 2 26 10 15 8 28 10 15,Student_ms,Lower Working Class,-19,8,1,0
28835,40192,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_02_1.wav,AND SHE WAS ABOUT THE BEST TEACHER I'VE HAD,DCA_se3_ag3_m_02,587.1053,588.8693,1.7639999999998963,africa_american,0,43,2 15 5 28 20 9 6 28 24 2 20 28 2 3 16 22 21 28 21 9 6 28 3 6 20 21 28 21 6 2 4 9 6 19 28 10 1 23 6 28 9 2 5,Some High School,Lower Middle Class,30 to 50,5,0,2
28841,57704,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,UNTIL A PASSENGER GET IN THE CAR AND THEN,DCA_se2_ag3_m_01,2780.5338,2781.9423,1.4085000000000036,africa_american,0,41,22 15 21 10 13 28 2 28 17 2 20 20 6 15 8 6 19 28 8 6 21 28 10 15 28 21 9 6 28 4 2 19 28 2 15 5 28 21 9 6 15,Some High School,Upper Working Class,30 to 50,5,5,2
28842,31380,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_01_1.wav,THEIR JOB WAS TO,DCA_se3_ag1_m_01,486.2298,487.4877,1.2579000000000065,africa_american,0,16,21 9 6 10 19 28 11 16 3 28 24 2 20 28 21 16,Student_ms,Upper Class,-19,8,3,0
28844,15294,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_05_1.wav,WE WERE CENTERED AROUND THE RECREATION DEPARTMENT,DCA_se3_ag2_f_05,1145.0845,1147.1412,2.056700000000092,africa_american,0,49,24 6 28 24 6 19 6 28 4 6 15 21 6 19 6 5 28 2 19 16 22 15 5 28 21 9 6 28 19 6 4 19 6 2 21 10 16 15 28 5 6 17 2 19 21 14 6 15 21,College,Lower Middle Class,20 to 29,0,0,1
28849,49360,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_06_1.wav,PEOPLE WHO IN NEED OF HELP,DCA_se2_ag1_f_06,431.1489,432.7961,1.647199999999998,africa_american,0,26,17 6 16 17 13 6 28 24 9 16 28 10 15 28 15 6 6 5 28 16 7 28 9 6 13 17,Student_hs,Upper Working Class,-19,7,5,0
28850,59702,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_04_1.wav,SHE ALWAYS WAS ON ME BECAUSE I WAS VERY MISCHIEVOUS BUT,DCA_se3_ag3_m_04,827.8330000000003,831.3814,3.5483999999999014,africa_american,0,55,20 9 6 28 2 13 24 2 26 20 28 24 2 20 28 16 15 28 14 6 28 3 6 4 2 22 20 6 28 10 28 24 2 20 28 23 6 19 26 28 14 10 20 4 9 10 6 23 16 22 20 28 3 22 21,High School,Lower Middle Class,30 to 50,3,0,2
28858,554,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_04_1.wav,THAT WHAT WE CALL THE POLICEMEN WE CALL 'EM WALK MAN,DCA_se2_ag1_m_04,782.7423,785.209,2.4666999999999457,africa_american,0,52,21 9 2 21 28 24 9 2 21 28 24 6 28 4 2 13 13 28 21 9 6 28 17 16 13 10 4 6 14 6 15 28 24 6 28 4 2 13 13 28 1 6 14 28 24 2 13 12 28 14 2 15,Student_hs,Upper Working Class,-19,7,5,0
28859,48410,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,WHEN HE WAS ABLE TO REACH IT I STOPPED PUSHING IT WITH THE PAW,DCA_se2_ag2_m_02,478.5662,480.648,2.081800000000044,africa_american,0,62,24 9 6 15 28 9 6 28 24 2 20 28 2 3 13 6 28 21 16 28 19 6 2 4 9 28 10 21 28 10 28 20 21 16 17 17 6 5 28 17 22 20 9 10 15 8 28 10 21 28 24 10 21 9 28 21 9 6 28 17 2 24,High School,Upper Working Class,20 to 29,3,5,1
28870,28026,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,I HAD QUITE A FEW TRAINS AND UM,DCA_se3_ag3_m_01,515.2325,517.6004,2.3679000000000765,africa_american,0,31,10 28 9 2 5 28 18 22 10 21 6 28 2 28 7 6 24 28 21 19 2 10 15 20 28 2 15 5 28 22 14,Some College,Upper Middle Class,30 to 50,4,4,2
28871,30344,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_03_1.wav,RIGHT DOWN TO YOU KNOW SHE'D MEET YOU ON YOUR TERMS,DCA_se2_ag2_m_03,1744.3145,1746.5189,2.2044000000000783,africa_american,0,51,19 10 8 9 21 28 5 16 24 15 28 21 16 28 26 16 22 28 12 15 16 24 28 20 9 6 1 5 28 14 6 6 21 28 26 16 22 28 16 15 28 26 16 22 19 28 21 6 19 14 20,High School,Upper Working Class,20 to 29,3,5,1
28875,16001,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_02_1.wav,LADY TELL ME SUNDAY THAT UH,DCA_se3_ag4_m_02,1344.1273,1346.1096,1.982299999999896,africa_american,0,27,13 2 5 26 28 21 6 13 13 28 14 6 28 20 22 15 5 2 26 28 21 9 2 21 28 22 9,High School,Lower Middle Class,51+,3,0,3
28885,13015,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_03_1.wav,UM MY BROTHER GOT TWO OF 'EM,DCA_se2_ag1_f_03,2127.0531,2128.6191,1.5659999999998035,africa_american,0,28,22 14 28 14 26 28 3 19 16 21 9 6 19 28 8 16 21 28 21 24 16 28 16 7 28 1 6 14,Student_ms,Upper Working Class,-19,8,5,0
28887,7994,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_2.wav,WE TALKED ABOUT UH,DCA_se3_ag3_m_01,257.5698,259.0992,1.5294000000000096,africa_american,0,18,24 6 28 21 2 13 12 6 5 28 2 3 16 22 21 28 22 9,Some College,Upper Middle Class,30 to 50,4,4,2
28888,12235,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_02_1.wav,DO YOU WANT YOUR MONEY BACK,DCA_se1_ag1_m_02,94.9889,96.6898,1.7009000000000043,africa_american,0,27,5 16 28 26 16 22 28 24 2 15 21 28 26 16 22 19 28 14 16 15 6 26 28 3 2 4 12,Student_ms,Lower Working Class,-19,8,1,0
28889,56218,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_01_1.wav,THE NEXT ONE FLEW OUT OF THE WINDOW,DCA_se3_ag1_m_01,672.5458,674.4669,1.9211000000000242,africa_american,0,35,21 9 6 28 15 6 25 21 28 16 15 6 28 7 13 6 24 28 16 22 21 28 16 7 28 21 9 6 28 24 10 15 5 16 24,Student_ms,Upper Class,-19,8,3,0
28890,51713,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,UH GUNS OF SAN SEBASTIAN UH,DCA_se3_ag3_m_01,757.8739,760.539,2.6650999999999385,africa_american,0,27,22 9 28 8 22 15 20 28 16 7 28 20 2 15 28 20 6 3 2 20 21 10 2 15 28 22 9,Some College,Upper Middle Class,30 to 50,4,4,2
28893,44753,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_04_1.wav,I LIKE COFFEE I LIKE TEA I LIKE THE BOYS AND THE BOYS LIKE ME,DCA_se3_ag1_f_04,292.9025,296.6602,3.7577,africa_american,0,61,10 28 13 10 12 6 28 4 16 7 7 6 6 28 10 28 13 10 12 6 28 21 6 2 28 10 28 13 10 12 6 28 21 9 6 28 3 16 26 20 28 2 15 5 28 21 9 6 28 3 16 26 20 28 13 10 12 6 28 14 6,Student_hs,Lower Middle Class,-19,7,0,0
28896,16180,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_01_1.wav,YOU HAD TO GO PAST THE FLAG POLE,DCA_se3_ag2_f_01,949.3676,951.5386,2.1709999999999354,africa_american,0,32,26 16 22 28 9 2 5 28 21 16 28 8 16 28 17 2 20 21 28 21 9 6 28 7 13 2 8 28 17 16 13 6,Student_college,Upper Middle Class,20 to 29,6,4,1
28900,24926,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_05_1.wav,YEAH YEAH ANYTHING GOES,DCA_se2_ag1_m_05,1022.5551,1024.0499,1.494799999999941,africa_american,0,23,26 6 2 9 28 26 6 2 9 28 2 15 26 21 9 10 15 8 28 8 16 6 20,High School,Upper Working Class,-19,3,5,0
28902,374,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_01_1.wav,I'VE PICKED UP THE ONES UH,DCA_se3_ag2_m_01,1713.5866,1715.25,1.6633999999999105,africa_american,0,26,10 1 23 6 28 17 10 4 12 6 5 28 22 17 28 21 9 6 28 16 15 6 20 28 22 9,Some College,Lower Middle Class,20 to 29,4,0,1
28903,41756,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_f_01_1.wav,I MUST SAY AND IF I,DCA_se1_ag3_f_01,1139.3657,1141.3194,1.9537000000000264,africa_american,0,19,10 28 14 22 20 21 28 20 2 26 28 2 15 5 28 10 7 28 10,High School,Lower Working Class,30 to 50,3,1,2
28911,45425,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_05_1.wav,AND IT HAD A LOT OF GADGETS TO IT,DCA_se2_ag1_f_05,291.0422,293.06,2.0178000000000225,africa_american,0,33,2 15 5 28 10 21 28 9 2 5 28 2 28 13 16 21 28 16 7 28 8 2 5 8 6 21 20 28 21 16 28 10 21,Student_ms,Upper Working Class,-19,8,5,0
28913,44814,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,BUT THEY JUST USUALLY PLAYED PRACTICAL JOKES AND THINGS BUT,DCA_se2_ag1_m_02,1183.3506,1186.6643,3.313699999999926,africa_american,0,59,3 22 21 28 21 9 6 26 28 11 22 20 21 28 22 20 22 2 13 13 26 28 17 13 2 26 6 5 28 17 19 2 4 21 10 4 2 13 28 11 16 12 6 20 28 2 15 5 28 21 9 10 15 8 20 28 3 22 21,Student_hs,Upper Working Class,-19,7,5,0
28914,40590,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_f_02_1.wav,AND JUST TAUGHT THEM TO READ THOSE,DCA_se1_ag3_f_02,288.7449,290.7375,1.9926000000000383,africa_american,0,34,2 15 5 28 11 22 20 21 28 21 2 22 8 9 21 28 21 9 6 14 28 21 16 28 19 6 2 5 28 21 9 16 20 6,Some College,Lower Working Class,30 to 50,4,1,2
28921,36785,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_01_1.wav,GOD HAS ONE PLAN FOR YOU,DCA_se3_ag2_f_01,1749.6756,1751.569,1.8933999999999287,africa_american,0,24,8 16 5 28 9 2 20 28 16 15 6 28 17 13 2 15 28 7 16 19 28 26 16 22,Student_college,Upper Middle Class,20 to 29,6,4,1
28922,18958,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_02_1.wav,AND SO WERE THE REST OF HER FAMILY,DCA_se2_ag1_f_02,376.3748,377.8296,1.4548000000000345,africa_american,0,34,2 15 5 28 20 16 28 24 6 19 6 28 21 9 6 28 19 6 20 21 28 16 7 28 9 6 19 28 7 2 14 10 13 26,Student_ms,Upper Working Class,-19,8,5,0
28924,32174,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_04_1.wav,WELL FOR THANKSGIVING MY MOTHER GO BUY ABOUT,DCA_se2_ag1_f_04,1169.5726,1172.065,2.4924000000000888,africa_american,0,44,24 6 13 13 28 7 16 19 28 21 9 2 15 12 20 8 10 23 10 15 8 28 14 26 28 14 16 21 9 6 19 28 8 16 28 3 22 26 28 2 3 16 22 21,Student_ms,Upper Working Class,-19,8,5,0
28925,12843,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,SO HIS FATHER TOOK US,DCA_se2_ag1_m_02,2035.1402,2036.7024,1.562199999999848,africa_american,0,21,20 16 28 9 10 20 28 7 2 21 9 6 19 28 21 16 16 12 28 22 20,Student_hs,Upper Working Class,-19,7,5,0
28926,27011,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_06_1.wav,MOSTLY BASKETBALL AND UH,DCA_se3_ag1_m_06,5.5539999999999985,7.0667,1.5127000000000006,africa_american,0,24,14 16 20 21 13 26 28 3 2 20 12 6 21 3 2 13 13 28 2 15 5 28 22 9,Student_hs,Lower Middle Class,-19,7,0,0
28927,27760,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,EXCEPT FOR UH MY MOTHER USED TO SPANK HIM,DCA_se2_ag2_m_02,621.8818,623.7739,1.892100000000028,africa_american,0,41,6 25 4 6 17 21 28 7 16 19 28 22 9 28 14 26 28 14 16 21 9 6 19 28 22 20 6 5 28 21 16 28 20 17 2 15 12 28 9 10 14,High School,Upper Working Class,20 to 29,3,5,1
28928,52459,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_f_02_1.wav,HIDING RANGE YOU KNOW WHERE YOU COULD HIDE BUT YOU COULDN'T HIDE BUT SO FAR AWAY FROM,DCA_se1_ag3_f_02,138.4837,143.2557,4.771999999999991,africa_american,0,85,9 10 5 10 15 8 28 19 2 15 8 6 28 26 16 22 28 12 15 16 24 28 24 9 6 19 6 28 26 16 22 28 4 16 22 13 5 28 9 10 5 6 28 3 22 21 28 26 16 22 28 4 16 22 13 5 15 1 21 28 9 10 5 6 28 3 22 21 28 20 16 28 7 2 19 28 2 24 2 26 28 7 19 16 14,Some College,Lower Working Class,30 to 50,4,1,2
28929,13544,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_02_1.wav,TO GO LOOKING FOR EVERYBODY ELSE,DCA_se3_ag1_m_02,178.3927,179.942,1.5493000000000166,africa_american,0,32,21 16 28 8 16 28 13 16 16 12 10 15 8 28 7 16 19 28 6 23 6 19 26 3 16 5 26 28 6 13 20 6,Student_hs,Upper Middle Class,-19,7,4,0
28932,37543,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_04_1.wav,THEY GO THE UH HOT SHOPPE AND BUY THEY FOOD,DCA_se1_ag1_m_04,419.2684,421.9717,2.703300000000013,africa_american,0,43,21 9 6 26 28 8 16 28 21 9 6 28 22 9 28 9 16 21 28 20 9 16 17 17 6 28 2 15 5 28 3 22 26 28 21 9 6 26 28 7 16 16 5,Student_ms,Lower Working Class,-19,8,1,0
28938,4149,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_08_1.wav,HE DRESSES REAL GOOD,DCA_se1_ag1_m_08,773.8838,775.3386,1.4548000000000911,africa_american,0,20,9 6 28 5 19 6 20 20 6 20 28 19 6 2 13 28 8 16 16 5,High School,Lower Working Class,-19,3,1,0
28941,12554,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_03_1.wav,SO EVERYBODY SEES EVERYBODY DURING THE HOLIDAYS,DCA_se2_ag3_m_03,1909.6881,1911.7025,2.014400000000024,africa_american,0,47,20 16 28 6 23 6 19 26 3 16 5 26 28 20 6 6 20 28 6 23 6 19 26 3 16 5 26 28 5 22 19 10 15 8 28 21 9 6 28 9 16 13 10 5 2 26 20,High School,Upper Working Class,30 to 50,3,5,2
28942,9434,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,WOULD TAKE THEIR UH CROPS AS SOON AS THEY WERE HARVESTED,DCA_se3_ag3_m_01,846.8777,850.2891,3.4113999999999582,africa_american,0,56,24 16 22 13 5 28 21 2 12 6 28 21 9 6 10 19 28 22 9 28 4 19 16 17 20 28 2 20 28 20 16 16 15 28 2 20 28 21 9 6 26 28 24 6 19 6 28 9 2 19 23 6 20 21 6 5,Some College,Upper Middle Class,30 to 50,4,4,2
28946,59575,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,AND AT THAT CHRISTMAS,DCA_se2_ag2_m_02,2375.1389,2376.35,1.2110999999999876,africa_american,0,21,2 15 5 28 2 21 28 21 9 2 21 28 4 9 19 10 20 21 14 2 20,High School,Upper Working Class,20 to 29,3,5,1
28952,4307,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_03_1.wav,THROW ALL TEN DOWN AND PICK UP ONE AND THROW IT BACK DOWN AND PICK UP TWO,DCA_se3_ag2_f_03,50.0027,53.4116,3.4089000000000027,africa_american,0,73,21 9 19 16 24 28 2 13 13 28 21 6 15 28 5 16 24 15 28 2 15 5 28 17 10 4 12 28 22 17 28 16 15 6 28 2 15 5 28 21 9 19 16 24 28 10 21 28 3 2 4 12 28 5 16 24 15 28 2 15 5 28 17 10 4 12 28 22 17 28 21 24 16,Some College,Lower Middle Class,20 to 29,4,0,1
28958,50650,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_f_02_1.wav,DAYS LIKE FROM THE SECOND TO THE FIFTH GRADES,DCA_se1_ag3_f_02,1209.642,1214.3308,4.688799999999902,africa_american,0,45,5 2 26 20 28 13 10 12 6 28 7 19 16 14 28 21 9 6 28 20 6 4 16 15 5 28 21 16 28 21 9 6 28 7 10 7 21 9 28 8 19 2 5 6 20,Some College,Lower Working Class,30 to 50,4,1,2
28962,57265,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,UH ONE OF THE TEACHERS TOLD ME,DCA_se2_ag1_m_02,854.5039999999997,856.1267,1.6227000000001226,africa_american,0,30,22 9 28 16 15 6 28 16 7 28 21 9 6 28 21 6 2 4 9 6 19 20 28 21 16 13 5 28 14 6,Student_hs,Upper Working Class,-19,7,5,0
28965,30323,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_02_1.wav,EVEN UNDER CARS SOME PEOPLE HID,DCA_se3_ag2_f_02,215.3409,217.367,2.0261000000000142,africa_american,0,31,6 23 6 15 28 22 15 5 6 19 28 4 2 19 20 28 20 16 14 6 28 17 6 16 17 13 6 28 9 10 5,Some College,Lower Middle Class,20 to 29,4,0,1
28968,58880,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_06_1.wav,ONE I WOULD LIKE TO HAVE A COLLEGE EDUCATION,DCA_se3_ag1_m_06,790.7353,792.8715,2.136199999999917,africa_american,0,44,16 15 6 28 10 28 24 16 22 13 5 28 13 10 12 6 28 21 16 28 9 2 23 6 28 2 28 4 16 13 13 6 8 6 28 6 5 22 4 2 21 10 16 15,Student_hs,Lower Middle Class,-19,7,0,0
28974,6690,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_08_1.wav,YOU KNOW SOME SMALL STORE SOME KIND OF BUSINESS,DCA_se1_ag1_m_08,1026.5413,1028.4437,1.9023999999999432,africa_american,0,47,26 16 22 28 12 15 16 24 28 20 16 14 6 28 20 14 2 13 13 28 20 21 16 19 6 28 20 16 14 6 28 12 10 15 5 28 16 7 28 3 22 20 10 15 6 20 20,High School,Lower Working Class,-19,3,1,0
28979,26034,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_02_1.wav,UM THE EGGMAN,DCA_se1_ag1_m_02,284.9558,286.3454,1.3895999999999729,africa_american,0,13,22 14 28 21 9 6 28 6 8 8 14 2 15,Student_ms,Lower Working Class,-19,8,1,0
28981,39333,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_03_1.wav,BONNIE HAD TO GO DOWN AND GET THE FOOD,DCA_se2_ag1_f_03,1322.5011,1324.1258,1.6247000000000753,africa_american,0,38,3 16 15 15 10 6 28 9 2 5 28 21 16 28 8 16 28 5 16 24 15 28 2 15 5 28 8 6 21 28 21 9 6 28 7 16 16 5,Student_ms,Upper Working Class,-19,8,5,0
28983,22538,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,FOR A LOT OF SOCIALIZING BUT THERE ARE A NUMBER OF,DCA_se3_ag3_m_01,2660.9415,2663.8706,2.9291000000002896,africa_american,0,50,7 16 19 28 2 28 13 16 21 28 16 7 28 20 16 4 10 2 13 10 27 10 15 8 28 3 22 21 28 21 9 6 19 6 28 2 19 6 28 2 28 15 22 14 3 6 19 28 16 7,Some College,Upper Middle Class,30 to 50,4,4,2
28987,2118,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_01_2.wav,THAT ARE COMING IN TO HELP,DCA_se3_ag4_m_01,438.5871,440.0772,1.4900999999999842,africa_american,0,26,21 9 2 21 28 2 19 6 28 4 16 14 10 15 8 28 10 15 28 21 16 28 9 6 13 17,College,Unknown,51+,0,2,3
